# Program:featureCounts v1.6.2; Command:"featureCounts" "-a" "/scratch/hodgskiss/Cu_Project/featurecounts/GCA_000698785.1_ASM69878v1_genomic.gff" "-t" "gene" "-g" "ID" "-o" "./featurecounts/cu_counts.txt" "/scratch/hodgskiss/Cu_Project/Bowtie2/L1Day7_trimmed_filt_mRNA.sam" "/scratch/hodgskiss/Cu_Project/Bowtie2/L2Day7_trimmed_filt_mRNA.sam" "/scratch/hodgskiss/Cu_Project/Bowtie2/L3Day7_trimmed_filt_mRNA.sam" "/scratch/hodgskiss/Cu_Project/Bowtie2/L5Day7_trimmed_filt_mRNA.sam" "/scratch/hodgskiss/Cu_Project/Bowtie2/L6Day7_trimmed_filt_mRNA.sam" "/scratch/hodgskiss/Cu_Project/Bowtie2/R1Day5_trimmed_filt_mRNA.sam" "/scratch/hodgskiss/Cu_Project/Bowtie2/R2Day5_trimmed_filt_mRNA.sam" "/scratch/hodgskiss/Cu_Project/Bowtie2/R3Day5_trimmed_filt_mRNA.sam" "/scratch/hodgskiss/Cu_Project/Bowtie2/R4Day5_trimmed_filt_mRNA.sam" "/scratch/hodgskiss/Cu_Project/Bowtie2/R5Day5_trimmed_filt_mRNA.sam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/hodgskiss/Cu_Project/Bowtie2/L1Day7_trimmed_filt_mRNA.sam	/scratch/hodgskiss/Cu_Project/Bowtie2/L2Day7_trimmed_filt_mRNA.sam	/scratch/hodgskiss/Cu_Project/Bowtie2/L3Day7_trimmed_filt_mRNA.sam	/scratch/hodgskiss/Cu_Project/Bowtie2/L5Day7_trimmed_filt_mRNA.sam	/scratch/hodgskiss/Cu_Project/Bowtie2/L6Day7_trimmed_filt_mRNA.sam	/scratch/hodgskiss/Cu_Project/Bowtie2/R1Day5_trimmed_filt_mRNA.sam	/scratch/hodgskiss/Cu_Project/Bowtie2/R2Day5_trimmed_filt_mRNA.sam	/scratch/hodgskiss/Cu_Project/Bowtie2/R3Day5_trimmed_filt_mRNA.sam	/scratch/hodgskiss/Cu_Project/Bowtie2/R4Day5_trimmed_filt_mRNA.sam	/scratch/hodgskiss/Cu_Project/Bowtie2/R5Day5_trimmed_filt_mRNA.sam
gene1796	CP007536.1	1441767	1444457	+	2691	902	1146	900	2002	1554	1283	880	1038	964	731
gene1797	CP007536.1	1444616	1445431	+	816	280	381	268	566	460	666	481	511	434	325
gene1798	CP007536.1	1445596	1445925	+	330	23	24	19	40	41	37	41	39	40	29
gene1799	CP007536.1	1445922	1446245	-	324	82	122	101	161	185	186	152	197	160	135
gene1800	CP007536.1	1446396	1448297	-	1902	1018	1363	1002	2241	1568	1557	1241	1738	1579	1332
gene1801	CP007536.1	1448339	1448545	-	207	74	132	88	174	115	143	91	166	144	94
gene1802	CP007536.1	1448630	1448758	+	129	4	10	3	15	12	10	9	16	12	10
gene1803	CP007536.1	1448967	1449197	-	231	9	9	10	27	8	24	20	23	28	27
gene1804	CP007536.1	1449766	1450386	-	621	45	43	35	71	73	54	34	41	51	32
gene1805	CP007536.1	1450396	1451211	-	816	46	34	35	81	68	56	41	49	50	38
gene1806	CP007536.1	1451259	1451432	-	174	7	5	6	13	16	6	5	5	4	4
gene1807	CP007536.1	1451465	1452256	-	792	1395	1864	1474	3255	2160	719	663	748	625	605
gene1808	CP007536.1	1452743	1453705	+	963	26	34	22	48	28	35	24	25	26	26
gene1809	CP007536.1	1454053	1454571	+	519	8	24	7	36	16	10	9	20	25	17
gene1810	CP007536.1	1454632	1454790	-	159	5	9	7	19	7	8	9	7	12	2
gene1811	CP007536.1	1454735	1455037	-	303	1	1	0	10	3	3	2	2	2	1
gene1812	CP007536.1	1455106	1455192	+	87	13	12	14	23	24	11	6	8	10	4
gene1813	CP007536.1	1455221	1455565	-	345	122	167	115	216	149	109	107	174	120	96
gene1814	CP007536.1	1455635	1455940	-	306	184	223	191	327	284	289	266	377	324	254
gene1815	CP007536.1	1455912	1456559	-	648	164	202	166	378	356	369	323	360	408	249
gene1816	CP007536.1	1456595	1456762	-	168	27	54	51	105	92	70	48	113	76	39
gene1817	CP007536.1	1456838	1457194	+	357	328	480	341	793	622	203	190	229	178	105
gene1818	CP007536.1	1457235	1457495	+	261	480	581	407	1046	776	798	552	621	557	446
gene1819	CP007536.1	1457509	1458000	-	492	341	367	308	708	504	703	524	637	606	448
gene1820	CP007536.1	1458078	1459082	+	1005	438	508	391	899	680	1285	910	1108	879	659
gene1821	CP007536.1	1459079	1459399	-	321	28	38	38	64	40	90	95	92	85	43
gene1822	CP007536.1	1459461	1460159	+	699	197	208	162	373	339	557	375	450	432	299
gene1823	CP007536.1	1460152	1460916	+	765	91	80	80	168	152	178	136	190	166	141
gene1824	CP007536.1	1460885	1461322	-	438	55	83	68	122	109	174	130	153	111	93
gene1825	CP007536.1	1461683	1461859	-	177	66	53	54	147	82	111	84	111	87	60
gene1826	CP007536.1	1461904	1463088	-	1185	852	1074	830	1738	1448	1230	865	1001	812	583
gene1827	CP007536.1	1463197	1463793	-	597	715	760	558	1243	974	747	525	570	485	384
gene1828	CP007536.1	1463790	1464242	-	453	1961	2531	1780	4386	3222	2060	1426	1711	1513	1129
gene1829	CP007536.1	1464348	1464716	-	369	279	448	321	668	477	290	317	338	381	335
gene1830	CP007536.1	1464789	1466312	-	1524	1931	2682	1869	4354	3180	2784	2333	3291	2926	2251
gene1831	CP007536.1	1466663	1467460	-	798	58	77	55	135	91	90	70	73	58	38
gene1832	CP007536.1	1467587	1468156	-	570	266	292	216	529	425	162	150	163	166	137
gene1833	CP007536.1	1468153	1468917	-	765	45	67	60	87	84	247	322	428	454	398
gene1834	CP007536.1	1468890	1469336	-	447	6	13	13	20	23	32	42	42	33	31
gene1835	CP007536.1	1469469	1470056	+	588	177	308	220	479	318	589	452	551	527	419
gene1836	CP007536.1	1470057	1470851	+	795	180	236	196	392	294	384	349	432	402	271
gene1837	CP007536.1	1470843	1471154	-	312	106	124	78	230	159	287	205	262	221	162
gene1838	CP007536.1	1471160	1471567	-	408	308	407	271	707	470	748	556	727	638	490
gene1839	CP007536.1	1471602	1471961	-	360	141	151	123	281	191	208	214	263	217	201
gene1840	CP007536.1	1471967	1472458	-	492	186	282	191	391	292	325	356	490	423	341
gene1841	CP007536.1	1472831	1472896	-	66	0	0	0	0	0	0	0	0	1	0
gene1842	CP007536.1	1472916	1473203	+	288	2	5	10	13	8	12	11	12	10	10
gene1843	CP007536.1	1473367	1474269	-	903	89	104	80	184	155	189	154	163	156	119
gene1844	CP007536.1	1474305	1474940	+	636	172	209	156	383	300	341	254	323	259	208
gene1845	CP007536.1	1475086	1475493	+	408	147	157	148	295	243	229	223	314	266	212
gene1846	CP007536.1	1479024	1479617	-	594	6	14	14	39	35	34	26	35	26	24
gene1847	CP007536.1	1479614	1479910	-	297	23	18	12	30	23	28	20	28	26	18
gene1848	CP007536.1	1479907	1480863	-	957	110	130	97	224	134	229	178	184	165	120
gene1849	CP007536.1	1480860	1481507	-	648	136	142	96	231	167	277	252	222	221	156
gene1850	CP007536.1	1481495	1483681	-	2187	462	523	405	942	848	758	629	675	652	520
gene1851	CP007536.1	1483665	1484408	-	744	499	513	438	984	747	656	525	721	717	517
gene1852	CP007536.1	1484408	1485349	-	942	1289	1865	1402	2710	1950	1781	1569	2145	1841	1494
gene1853	CP007536.1	1485346	1487055	-	1710	1075	1486	1101	2101	1680	1810	1503	1676	1527	1299
gene1854	CP007536.1	1487135	1487749	-	615	497	528	440	1200	767	1141	681	819	770	543
gene1855	CP007536.1	1487760	1488617	-	858	145	194	126	371	239	446	288	257	252	149
gene1856	CP007536.1	1488623	1488925	-	303	70	115	82	220	154	196	140	164	197	110
gene1857	CP007536.1	1488977	1489828	-	852	186	280	218	457	329	303	254	363	348	280
gene1858	CP007536.1	1489907	1490437	+	531	327	411	279	654	617	1037	762	796	700	436
gene1859	CP007536.1	1490430	1491698	-	1269	123	152	132	320	227	338	235	295	260	190
gene1860	CP007536.1	1491670	1491735	+	66	0	0	1	0	0	0	0	0	2	0
gene1861	CP007536.1	1491756	1493345	+	1590	916	1107	803	1781	1466	1605	1378	1678	1623	1132
gene1862	CP007536.1	1493480	1494136	+	657	69	91	98	187	146	173	148	212	164	127
gene1863	CP007536.1	1494133	1494843	-	711	159	142	146	305	242	379	325	382	333	239
gene1864	CP007536.1	1494785	1496104	-	1320	513	637	433	1047	832	973	815	1101	1022	727
gene1865	CP007536.1	1496263	1496556	+	294	11	21	19	39	30	50	36	54	43	34
gene1866	CP007536.1	1496617	1497183	+	567	537	720	572	1197	1101	2030	1305	1496	1259	805
gene1867	CP007536.1	1497180	1497596	+	417	119	138	107	226	173	228	215	223	204	163
gene1868	CP007536.1	1497682	1498287	+	606	646	780	546	1104	936	1475	927	1126	1022	735
gene1869	CP007536.1	1498327	1499193	+	867	688	845	584	1598	1151	1497	900	964	843	688
gene1870	CP007536.1	1499232	1499846	+	615	409	498	355	776	634	683	523	664	630	445
gene1871	CP007536.1	1499861	1500493	-	633	261	392	285	574	435	549	400	409	402	319
gene1872	CP007536.1	1500557	1501705	+	1149	155	163	122	312	258	481	369	374	306	207
gene1873	CP007536.1	1501689	1502864	-	1176	771	1071	714	1725	1439	867	565	592	510	364
gene1874	CP007536.1	1503006	1503506	+	501	176	245	176	377	296	428	277	349	339	243
gene1875	CP007536.1	1503507	1505171	-	1665	393	518	396	801	583	372	288	388	374	344
gene1876	CP007536.1	1505184	1505399	+	216	21	47	29	54	34	27	37	41	64	38
gene1877	CP007536.1	1505446	1505664	+	219	51	68	48	95	80	128	89	144	119	89
gene1878	CP007536.1	1505654	1506502	-	849	121	142	104	238	212	264	245	274	249	165
gene1879	CP007536.1	1506504	1508321	-	1818	726	807	631	1496	1349	1792	1145	1430	1199	820
gene1880	CP007536.1	1508285	1508491	-	207	1	0	0	2	1	2	5	2	4	6
gene1881	CP007536.1	1508605	1508745	+	141	1	1	1	4	2	5	4	10	3	9
gene1882	CP007536.1	1508746	1509333	+	588	3	2	3	4	11	8	13	10	14	4
gene1883	CP007536.1	1509356	1509471	+	116	0	0	0	6	2	1	3	6	7	3
gene1884	CP007536.1	1509485	1510057	-	573	156	175	106	343	268	258	199	286	259	202
gene1885	CP007536.1	1510066	1511619	-	1554	376	548	357	792	623	542	483	621	556	448
gene1886	CP007536.1	1511662	1512093	-	432	199	246	168	392	363	304	210	248	180	155
gene1887	CP007536.1	1512167	1513879	+	1713	1172	1469	1009	2693	2060	3156	2216	2522	2138	1446
gene1888	CP007536.1	1513866	1514846	+	981	800	1039	798	1652	1547	2281	1558	1824	1634	1029
gene1889	CP007536.1	1514848	1515513	+	666	401	444	315	827	701	910	636	875	706	522
gene1890	CP007536.1	1515510	1517114	-	1605	442	459	352	935	721	1218	886	923	914	706
gene1891	CP007536.1	1517101	1517931	-	831	425	600	398	971	739	1283	918	1020	908	659
gene1892	CP007536.1	1518024	1518587	+	564	1475	1505	1174	3468	2415	429	261	288	235	150
gene1893	CP007536.1	1518598	1519974	-	1377	25771	34141	24266	62151	41037	3234	1419	1173	984	784
gene1894	CP007536.1	1520136	1520471	+	336	2400	3241	2352	5071	4249	1429	992	750	578	417
gene1895	CP007536.1	1520486	1521112	-	627	520	500	427	1043	804	508	441	475	419	337
gene1896	CP007536.1	1521123	1521338	+	216	368	657	490	952	963	114	93	66	53	33
gene1897	CP007536.1	1521471	1521746	+	276	111	79	67	228	141	76	68	93	84	64
gene1898	CP007536.1	1521961	1522440	-	480	18	22	18	33	23	28	25	27	24	18
gene1899	CP007536.1	1522860	1523195	+	336	39	59	48	94	43	25	20	37	27	18
gene1900	CP007536.1	1523202	1523543	+	342	27	31	25	64	34	11	17	28	18	16
gene1901	CP007536.1	1523625	1524650	-	1026	108	127	103	230	190	68	30	68	68	56
gene1902	CP007536.1	1524917	1525270	-	354	69	71	62	147	104	110	81	58	52	62
gene1903	CP007536.1	1525457	1526383	+	927	262	384	271	628	538	1240	876	947	766	531
gene1904	CP007536.1	1526422	1527447	-	1026	24	15	24	48	34	48	40	37	40	27
gene1905	CP007536.1	1527558	1528568	-	1011	162	291	196	434	340	127	107	122	100	71
gene1906	CP007536.1	1528517	1528675	-	159	3	3	1	5	2	1	1	2	1	3
gene1907	CP007536.1	1528672	1529745	-	1074	95	90	84	178	133	50	31	50	52	33
gene1908	CP007536.1	1529447	1529845	+	399	3	1	1	5	1	3	6	4	7	3
gene1909	CP007536.1	1530142	1530432	+	291	13	28	17	29	18	6	12	9	13	6
gene1910	CP007536.1	1530579	1531028	+	450	29	25	14	50	41	58	57	55	69	56
gene1911	CP007536.1	1531344	1532081	+	738	125	176	136	284	216	284	191	199	178	133
gene1912	CP007536.1	1532157	1533140	-	984	32	47	25	51	55	47	41	38	42	32
gene1913	CP007536.1	1533412	1534293	+	882	4557	6564	4909	10904	8230	2439	2008	1591	1047	749
gene1914	CP007536.1	1534539	1535846	+	1308	50	56	39	128	85	65	51	52	32	34
gene1915	CP007536.1	1535960	1536607	-	648	29	32	20	48	42	57	46	54	27	40
gene1916	CP007536.1	1536739	1537188	+	450	15	18	9	20	29	18	15	17	14	10
gene1917	CP007536.1	1537380	1538405	+	1026	53	54	37	125	96	28	27	30	18	18
gene1918	CP007536.1	1538476	1540299	+	1824	163	203	179	370	286	155	104	116	117	96
gene1919	CP007536.1	1540374	1540619	-	246	5	7	14	23	18	15	11	12	16	4
gene1920	CP007536.1	1540795	1541634	-	840	116	149	146	282	195	86	91	105	75	64
gene1921	CP007536.1	1541960	1542916	+	957	9	11	5	11	12	17	13	19	16	9
gene1922	CP007536.1	1543147	1543812	-	666	304	420	256	660	472	367	308	408	332	231
gene1923	CP007536.1	1544181	1544555	+	375	161	248	163	314	225	230	210	252	214	229
gene1924	CP007536.1	1544807	1545889	+	1083	52	67	46	150	112	106	62	75	72	64
gene1925	CP007536.1	1545990	1546169	+	180	6	26	14	36	30	48	40	44	44	26
gene1926	CP007536.1	1546578	1546811	+	234	78	99	86	168	124	118	62	69	77	70
gene1927	CP007536.1	1546847	1547779	+	933	287	312	243	480	372	276	185	166	187	154
gene1928	CP007536.1	1547805	1549103	+	1299	234	225	180	384	307	165	108	133	119	100
gene1929	CP007536.1	1549230	1549427	+	198	20	22	27	38	21	13	26	44	40	18
gene1930	CP007536.1	1549517	1549933	+	417	141	180	129	254	179	120	84	160	125	114
gene1931	CP007536.1	1549930	1550475	+	546	161	201	156	309	228	128	110	158	164	109
gene1932	CP007536.1	1551155	1551769	-	615	45	50	44	68	62	76	46	77	63	44
gene1933	CP007536.1	1551830	1552015	-	186	2	0	1	6	3	2	2	2	6	1
gene1934	CP007536.1	1552056	1552127	+	72	2	4	2	8	7	3	5	1	2	6
gene1935	CP007536.1	1552138	1552873	-	736	71	53	62	125	123	154	120	155	144	130
gene1936	CP007536.1	1553127	1553333	+	207	19	8	8	17	21	29	26	24	24	18
gene1937	CP007536.1	1553509	1554258	-	750	63	76	56	119	87	73	63	88	72	70
gene1938	CP007536.1	1554522	1555055	-	534	158	301	206	450	267	181	235	284	297	224
gene1939	CP007536.1	1555168	1555836	-	669	649	810	604	1404	1007	955	652	717	671	612
gene1940	CP007536.1	1555897	1556328	-	432	600	792	580	1098	814	1211	1015	1262	1192	958
gene1941	CP007536.1	1556377	1556712	-	336	242	379	254	588	481	424	389	501	428	329
gene1942	CP007536.1	1556723	1557214	-	492	139	172	125	334	243	548	381	398	367	263
gene1943	CP007536.1	1557338	1558411	+	1074	609	582	485	1629	1136	780	669	911	815	645
gene1944	CP007536.1	1558453	1558881	+	429	292	354	274	666	564	462	375	540	485	367
gene1945	CP007536.1	1558884	1560026	+	1143	376	475	326	836	597	563	441	565	497	465
gene1946	CP007536.1	1560001	1560516	+	516	70	62	58	134	103	87	90	89	107	87
gene1947	CP007536.1	1560640	1561008	-	369	34	47	43	82	78	72	48	69	69	65
gene1948	CP007536.1	1561024	1561500	-	477	74	87	60	129	126	101	74	80	91	56
gene1949	CP007536.1	1561497	1561820	-	324	27	39	23	82	49	63	43	54	45	36
gene1950	CP007536.1	1561848	1562522	-	675	101	141	114	209	185	209	159	237	186	130
gene1951	CP007536.1	1562646	1564586	+	1941	236	310	248	759	490	968	621	1057	742	455
gene1952	CP007536.1	1564633	1567107	+	2475	570	645	488	1090	838	1283	1057	1204	1069	731
gene1953	CP007536.1	1567104	1567949	-	846	82	113	83	226	171	250	182	198	201	121
gene1954	CP007536.1	1567946	1568824	-	879	60	99	66	126	98	117	98	98	89	93
gene1955	CP007536.1	1568821	1569492	-	672	121	162	110	265	200	243	159	225	189	129
gene1956	CP007536.1	1569516	1570154	-	639	247	272	194	473	358	536	406	381	326	248
gene1957	CP007536.1	1570094	1570516	-	423	306	314	300	634	527	73	47	112	71	55
gene1958	CP007536.1	1570558	1570674	-	117	313	481	349	691	637	47	30	61	56	26
gene1959	CP007536.1	1570701	1570883	-	183	75	202	148	203	171	18	23	41	25	11
gene1960	CP007536.1	1571192	1571362	-	171	60	25	30	83	101	11	15	14	10	19
gene1961	CP007536.1	1571633	1571827	+	195	3	3	3	8	4	6	5	9	3	6
gene1962	CP007536.1	1571930	1573654	+	1725	288	390	255	663	526	367	226	289	264	195
gene1963	CP007536.1	1573702	1574259	+	558	173	250	180	410	324	307	257	410	337	253
gene1964	CP007536.1	1574251	1575459	-	1209	244	291	218	490	417	506	385	451	403	328
gene1965	CP007536.1	1575485	1575643	+	159	42	43	30	70	42	83	56	78	65	46
gene1966	CP007536.1	1575656	1576402	-	747	334	428	362	694	579	906	704	862	826	522
gene1967	CP007536.1	1576497	1576688	+	192	15	21	19	39	30	11	13	25	27	13
gene1968	CP007536.1	1576802	1577467	-	666	25	20	14	43	35	23	14	23	25	10
gene1969	CP007536.1	1577678	1577956	+	279	94	98	70	137	123	113	71	85	98	69
gene1970	CP007536.1	1577953	1578534	-	582	97	104	108	199	160	39	29	30	40	19
gene1971	CP007536.1	1578655	1578945	-	291	148	213	195	342	221	108	94	112	102	71
gene1972	CP007536.1	1578990	1579574	-	585	322	385	281	715	570	1134	779	853	728	528
gene1973	CP007536.1	1579651	1581117	+	1467	854	1125	861	1771	1396	1580	1235	1673	1415	995
gene1974	CP007536.1	1581428	1582273	+	846	759	971	645	1127	852	149	148	204	163	138
gene1975	CP007536.1	1582274	1582528	-	255	67	88	74	104	89	83	67	74	79	62
gene1976	CP007536.1	1582538	1582816	-	279	60	65	50	71	53	109	69	103	97	69
gene1977	CP007536.1	1582995	1584686	+	1692	94	148	141	229	172	132	121	108	106	90
gene1978	CP007536.1	1584740	1585042	+	303	74	86	61	166	110	140	123	161	149	96
gene1979	CP007536.1	1585108	1586022	-	915	259	318	282	620	442	209	142	189	182	147
gene1980	CP007536.1	1585958	1586551	-	594	117	141	113	248	218	261	226	286	273	179
gene1981	CP007536.1	1586599	1587288	-	690	9	15	14	18	16	10	10	22	14	3
gene1982	CP007536.1	1587500	1588156	+	657	260	349	240	679	450	547	344	380	323	237
gene1983	CP007536.1	1588280	1589317	-	1038	218	257	175	362	311	269	195	233	249	191
gene1984	CP007536.1	1589452	1590192	+	741	189	271	198	491	337	485	411	536	445	277
gene1985	CP007536.1	1590167	1590976	+	810	269	338	261	558	464	513	391	554	423	316
gene1986	CP007536.1	1591081	1591314	+	234	43	24	33	47	44	80	73	97	68	73
gene1987	CP007536.1	1591334	1591711	+	378	15	7	9	39	23	36	22	31	28	31
gene1988	CP007536.1	1591752	1591961	-	210	352	461	386	768	551	565	513	643	666	644
gene1989	CP007536.1	1591976	1592626	-	651	1226	1602	1238	2783	2122	2123	1806	2540	2384	2421
gene1990	CP007536.1	1592814	1594199	-	1386	88	133	92	269	154	72	49	66	56	47
gene1991	CP007536.1	1594494	1594790	-	297	70	90	48	130	110	115	101	150	123	133
gene1992	CP007536.1	1594820	1595434	+	615	42	80	43	68	67	149	110	106	119	63
gene1993	CP007536.1	1595448	1595939	+	492	141	197	141	364	269	292	237	303	259	202
gene1994	CP007536.1	1595986	1596714	-	729	152	174	122	300	290	101	91	115	114	81
gene1995	CP007536.1	1597055	1597237	-	183	34	45	37	90	79	83	76	131	98	74
gene1996	CP007536.1	1597478	1599013	-	1536	152	170	165	357	235	109	100	130	113	84
gene1997	CP007536.1	1598871	1599098	+	228	0	0	0	0	0	1	0	0	0	0
gene1998	CP007536.1	1599169	1599522	+	354	23	23	21	53	29	50	29	34	22	23
gene1999	CP007536.1	1599557	1600372	+	816	285	324	255	513	402	583	456	494	434	306
gene2000	CP007536.1	1600390	1600593	+	204	14	17	8	37	22	26	11	21	26	17
gene2001	CP007536.1	1600588	1600989	-	402	81	99	73	178	181	205	156	142	173	115
gene2002	CP007536.1	1601087	1601389	+	303	4	5	2	8	12	3	8	3	7	1
gene2003	CP007536.1	1601459	1601920	+	462	18	10	10	23	23	21	11	19	27	7
gene2004	CP007536.1	1602042	1602200	+	159	31	46	32	71	49	29	36	42	58	52
gene2005	CP007536.1	1602360	1602536	+	177	4564	6422	5280	9589	6559	8015	10000	14309	14927	13115
gene2006	CP007536.1	1602682	1603533	+	852	248	332	253	556	447	545	437	423	400	317
gene2007	CP007536.1	1603925	1605976	+	2052	48	65	50	92	66	71	56	66	57	55
gene2008	CP007536.1	1606072	1606227	-	156	25	31	21	46	35	20	11	12	17	12
gene2009	CP007536.1	1606387	1607304	-	918	842	1298	919	1939	1357	1209	1340	1944	1621	1706
gene2010	CP007536.1	1607488	1608006	-	519	49	52	45	90	82	95	99	102	103	70
gene2011	CP007536.1	1608872	1609000	+	129	2276	6275	5372	3371	8219	144	215	216	209	187
gene2012	CP007536.1	1609249	1609581	-	333	14	5	9	16	15	5	3	7	6	3
gene2013	CP007536.1	1610031	1611266	-	1236	391	508	351	818	683	548	412	453	404	314
gene2014	CP007536.1	1611477	1611866	-	390	331	486	435	499	229	84	134	163	126	102
gene2015	CP007536.1	1611876	1612976	-	1101	760	1298	1163	1233	531	249	404	455	367	235
gene2016	CP007536.1	1613670	1614047	+	378	377	554	498	738	438	43	69	83	74	67
gene2017	CP007536.1	1614307	1615029	-	723	110	110	105	191	135	131	121	140	158	112
gene2018	CP007536.1	1615031	1616023	-	993	23	26	18	42	22	19	19	12	11	8
gene2019	CP007536.1	1616121	1616249	+	129	10	18	13	33	23	22	27	25	29	27
gene2020	CP007536.1	1616505	1616858	+	354	225	257	237	514	364	446	304	382	297	272
gene2021	CP007536.1	1616878	1616943	-	66	12	11	17	34	21	22	8	25	14	20
gene2022	CP007536.1	1616950	1617081	-	132	9	14	9	27	21	16	13	16	17	18
gene2023	CP007536.1	1617203	1617364	-	162	7	3	3	9	7	6	7	7	8	7
gene2024	CP007536.1	1617632	1618186	-	555	30	23	26	61	28	25	20	37	17	30
gene2025	CP007536.1	1618241	1618450	+	210	1	2	1	6	3	2	1	3	1	3
gene2026	CP007536.1	1618882	1619337	+	456	53	42	53	87	69	30	47	47	35	30
gene2027	CP007536.1	1619465	1619701	-	237	90	242	132	254	214	85	71	106	117	82
gene2028	CP007536.1	1620646	1621200	+	555	19378	24184	20010	31790	33271	18921	18135	20740	17997	16722
gene2029	CP007536.1	1621343	1621900	-	558	21	27	21	44	33	25	27	36	35	17
gene2030	CP007536.1	1622381	1622929	-	549	39	44	37	59	49	54	49	52	55	55
gene2031	CP007536.1	1623045	1624565	+	1521	1292	1457	1155	2500	2018	2038	1300	1450	1201	790
gene2032	CP007536.1	1624834	1625989	-	1156	84	90	97	177	133	163	138	166	186	137
gene2033	CP007536.1	1626090	1626239	-	150	3	3	0	2	2	2	3	3	6	1
gene2034	CP007536.1	1626449	1627033	+	585	46	69	65	119	83	46	37	40	39	45
gene2035	CP007536.1	1627477	1628061	+	585	78	96	62	162	122	94	82	110	82	67
gene2036	CP007536.1	1628068	1628538	+	471	291	421	411	488	276	110	123	110	112	72
gene2037	CP007536.1	1628896	1629453	+	558	742	1087	736	1720	1143	341	330	356	329	279
gene2038	CP007536.1	1630219	1630455	+	237	28	18	23	35	31	16	15	25	21	8
gene2039	CP007536.1	1630779	1630889	+	111	2	0	2	1	3	0	1	1	2	2
gene2040	CP007536.1	1631020	1631226	-	207	13	32	33	32	42	20	22	15	23	13
gene2041	CP007536.1	1631319	1631555	-	237	0	2	3	7	3	4	4	5	5	5
gene2042	CP007536.1	1631693	1631899	+	207	169	146	124	308	257	32	20	26	25	23
gene2043	CP007536.1	1631918	1632646	-	729	757	918	653	1536	1082	116	100	115	104	67
gene2044	CP007536.1	1632884	1634290	-	1407	12225	16823	9779	26374	21460	215	112	111	129	70
gene2045	CP007536.1	1634999	1635562	+	564	37	63	43	77	77	57	72	68	101	75
gene2046	CP007536.1	1635717	1636082	-	366	9	7	3	15	13	6	6	6	5	2
gene2047	CP007536.1	1636431	1637624	+	1194	144	226	162	337	253	54	44	65	63	50
gene2048	CP007536.1	1637661	1638062	-	402	55	64	54	103	64	41	43	50	42	32
gene2049	CP007536.1	1638312	1638851	-	540	51	78	46	100	81	17	31	26	25	15
gene2050	CP007536.1	1639128	1639304	-	177	18	30	21	44	38	10	13	22	15	13
gene2051	CP007536.1	1639470	1639685	+	216	3	7	5	9	4	2	1	10	2	5
gene2052	CP007536.1	1639867	1640169	-	303	113	78	72	247	162	77	70	100	82	65
gene2053	CP007536.1	1640136	1640384	-	249	114	109	124	232	179	31	43	28	32	19
gene2054	CP007536.1	1640855	1640986	+	132	0	0	0	0	0	0	0	0	0	0
gene2055	CP007536.1	1640878	1641156	+	279	3538	5963	4425	6856	5923	208	170	370	348	285
gene2056	CP007536.1	1641290	1641763	-	474	216	117	137	385	353	29	33	52	39	41
gene2057	CP007536.1	1641990	1642349	+	360	99	127	116	240	188	142	130	144	137	112
gene2058	CP007536.1	1642477	1642608	-	132	10	7	7	16	9	5	5	12	2	5
gene2059	CP007536.1	1643167	1643304	+	138	31	8	18	47	38	31	25	31	26	21
gene2060	CP007536.1	1643365	1643562	-	198	101	107	109	192	166	148	144	118	124	71
gene2061	CP007536.1	1643819	1644163	+	345	21	27	16	43	34	23	27	34	31	18
gene2062	CP007536.1	1644510	1644704	-	195	16	11	12	31	22	7	8	15	12	15
gene2063	CP007536.1	1644661	1644924	-	264	11	21	18	34	15	13	15	19	12	6
gene2064	CP007536.1	1645030	1645656	-	627	10	19	11	19	18	24	16	19	20	19
gene2065	CP007536.1	1646024	1646167	-	144	42	16	29	62	81	5	9	13	12	2
gene2066	CP007536.1	1646190	1648784	-	2595	100	121	96	275	161	63	36	68	79	45
gene2067	CP007536.1	1649239	1649844	-	606	149	241	144	382	285	96	95	117	95	90
gene2068	CP007536.1	1650888	1651070	-	183	16	12	10	28	18	3	4	14	14	4
gene2069	CP007536.1	1651197	1651715	-	519	13	17	7	32	41	24	10	11	17	11
gene2070	CP007536.1	1651940	1652221	-	282	1	3	2	14	10	1	2	3	6	2
gene2071	CP007536.1	1652474	1652728	+	255	20	20	17	45	41	49	52	55	66	33
gene2072	CP007536.1	1652784	1652966	+	183	35	47	37	79	82	42	51	79	60	49
gene2073	CP007536.1	1652940	1653095	-	156	22	8	10	29	29	20	13	24	15	20
gene2074	CP007536.1	1653277	1653600	-	324	206	169	151	410	333	254	207	241	249	180
gene2075	CP007536.1	1653955	1655082	-	1128	58	50	34	94	65	38	49	50	42	32
gene2076	CP007536.1	1655087	1655263	-	177	6	11	8	14	11	11	7	12	12	3
gene2077	CP007536.1	1655282	1656196	-	915	66	42	27	133	115	69	51	64	58	40
gene2078	CP007536.1	1656342	1656530	+	189	2	0	2	4	4	2	4	3	4	2
gene2079	CP007536.1	1656527	1656772	+	246	9	10	7	23	21	12	5	17	10	4
gene2080	CP007536.1	1656748	1656891	+	144	21	28	24	27	32	23	17	33	26	28
gene2081	CP007536.1	1656983	1657162	-	180	42	64	56	82	61	31	40	62	44	35
